Date,ITUB4.SA,BBDC4.SA,BBAS3.SA,BPAC11.SA,SANB11.SA,MGLU3.SA,LREN3.SA,RADL3.SA,CEAB3.SA,SMFT3.SA,IGTI11.SA,AMER3.SA,PETR4.SA,VALE3.SA,SBSP3.SA,MRVE3.SA,CYRE3.SA,EZTC3.SA,VIVT3.SA,TIMS3.SA,CVCB3.SA,BBSE3.SA,B3SA3.SA
2020-01-03,-1.051778464408426,0.050606726370716615,-0.16733195541536183,0.2901889834925564,-0.058780060889840335,-0.8919524040993498,-0.6956527721946104,-2.2294071510008284,-0.5524859337849186,,,-1.35011611721787,-0.8143192035794611,-0.736204968940557,-1.7175723230138273,0.0,5.432320015059489,0.7949895942941598,1.1608812067921415,0.1902233707055334,-1.1406870478722353,-1.1023469478227854,-2.881833624626906
2020-01-06,-1.4881837530453135,-1.7862160026764329,-1.3218902971740887,-0.14465723323346946,-2.706047382262222,0.08182630944564284,-0.08757339174956247,-1.9684644771224225,-1.0555527554423794,,,-0.6220752665978213,1.1822545642336202,-0.593397142699581,-1.5291813601633897,-1.3513651941228777,-0.9146309693373378,0.469464450795698,-0.963160716270961,-0.1265811467140887,-0.8597241523312094,1.6454434332251244,-0.9586899936130155
2020-01-07,-2.3199529082253756,-1.737219308513538,-0.7546995913992438,0.3989480227253539,-0.21046747788779907,-0.2861287255819689,-0.0526002877821119,-1.3719725605487842,-3.537338006391766,,,-0.25039714371097865,-0.3894727973685508,0.7274875829762939,-1.7064822051853668,0.45664497569379847,0.30769398935521775,1.3832034960080675,2.2139712273786527,1.0773129337932508,1.3235892133055982,0.05221166543767364,3.2265547076152368
2020-01-08,-1.6293533476928301,-1.546949780212814,-0.9125561512383973,-0.8862257932767958,-0.7804275138073358,3.0743948895716855,0.6489116478615387,1.3357706037583572,-5.2968566022701165,,,1.3335425214207497,-0.6191033623882514,0.018515050896339424,-1.4756988575703178,-1.7272845084107868,-3.0981541000680624,1.032457895813499,1.0121408592593806,1.0658494472697955,-0.13513116260335245,-0.052184419083378675,-0.2679241778955066
2020-01-09,-1.993231871076906,-1.5993211017422904,-2.03378424660704,0.6806307027391822,-1.8920347530188453,3.5593533749137762,-0.7667111596759701,3.0090966307880107,-3.4419248755649723,,,5.34138596538456,-0.3278501150113966,-1.3145544329258851,1.5330521300996436,-0.7400416745189875,-0.5064819034314105,1.4598350351364253,-1.6833326593086562,-1.3647890903388693,-2.142539738509819,-0.287209577152725,-0.04477260940152217
2020-01-10,-0.8880277316271279,-1.8249399735456917,-2.3501754374361306,1.4050894481475673,-0.43335879580381764,-0.5376314582176356,0.3160742555884388,-3.0977011072717553,2.9917356685472685,,,-1.8518586904821666,-0.4276408537767451,0.11256216318029644,-0.36444301839326787,-0.9785727181387149,0.6999684802253769,0.7194263843158133,2.4867231393393086,2.64151432038362,-3.111315206857612,-1.1882032336392512,-0.7838923424682176
2020-01-13,1.3295236496319696,1.0746485472209466,1.1231214207368723,0.2614444810441041,1.2405018027759285,4.691123365821492,2.170486728876475,2.3406412494733964,3.8318750567868376,,,3.578925426888069,0.19821602186405052,3.6356841609807233,4.35463984133444,1.5058739408758237,1.8957276655492183,0.267866151223739,3.0231007898034123,0.06130158825168319,-1.046624527180362,-0.7417455603545342,0.11286223540396545
2020-01-14,0.0,-0.11494709675513581,-0.5354809344208067,-1.9035325256584579,-1.3757701247746446,-0.42411525394608907,-1.2677670180832767,1.4950377720233332,2.0833387521308255,,,-1.1854912327032507,-1.0880258222235928,0.6148187298471441,2.1699150640949405,2.225310450033824,0.7751854533413205,2.279611833446249,2.200714344595034,0.42865496505548606,2.1634647478889546,1.1901612813940643,0.6764600609229454
2020-01-15,-1.226509055915792,-1.75488984079345,-1.8344772511244556,-0.8506048640894215,-1.3513700452419064,-0.6296336676842595,-0.6593764694789561,0.2981488880470451,0.2915571987480492,,,2.5749838545177317,-1.5000167798603359,-0.32351566834178946,-0.5064484997576169,-1.5872893095202234,-1.5384616658602468,0.7835564895081415,0.09448036242627467,0.06096588732720232,-2.6117586969412687,0.10938383316674294,-2.6875764292962123
2020-01-16,0.20211876918594385,1.4348646153921063,0.44689184982038554,-1.2734640262796915,-0.19885239833745683,-0.372715988592498,0.8034831083189031,-0.4983056175031919,2.151148312048412,,,0.3565837798783722,-0.10152863110873822,-0.5228759142377859,-0.5747226777039316,-0.3686712319901142,0.3749986858898158,0.0345511286059752,1.887161309130958,1.0968913520475132,-0.7731443735488619,-1.448079966405602,1.150752239362185
2020-01-17,0.6916821999326084,2.33832614477425,1.3548392132261666,4.046155579382926,2.0810526454063005,1.6647887529126715,2.6165303959726938,1.634163351771467,1.3090560949260421,,,1.2791375434968222,1.1178919791024367,3.3170030267767103,-0.6605966201841507,0.3237834502781256,3.144478026082287,1.4853030803654743,-1.8337024349438735,0.3013836471606357,1.3878843297870924,0.1940709916525174,3.162668810321878
2020-01-20,-2.032059663031094,-1.9464113832906804,-0.638433990966869,-0.16963291784168888,-0.8675076996237929,3.0358778513056794,0.47280592292890944,2.965066968463703,-0.9550720991759909,,,6.202636666583228,0.5025297423405073,0.6316114938779371,0.24937952149501896,2.7662604566004445,2.1732488635910485,1.1912951770105096,0.0,-1.4974681088649966,-1.5369828580549472,0.055332167572430535,0.3529043360910755
2020-01-21,-2.1326634812045,-3.337193228558122,-2.891558036358155,0.49672962469369253,-3.872241863835346,-0.1607115812751414,-0.9243342105739183,5.364793410691759,-3.8570441190147853,,,1.1627916242030967,-1.2666739874039212,-2.3187156444030577,0.04974797922321361,-2.8712641202509714,-0.9748936540002862,0.40362753198419643,3.547163572556422,2.5168818263445525,-4.07318054197916,-0.442468226191306,-1.7582351807896024
2020-01-22,0.5970396243420772,0.35719089452808106,0.7857596326978022,-1.2486896656416446,-0.9785807971758653,-0.39349284419633035,1.526713941084501,0.19919999344741868,0.8259497031305019,,,-0.9273794427072213,-1.1141176953443188,0.48187422928596124,1.21001892044994,0.7390259710450708,1.5214742979081652,-1.1725377262931658,-2.5145757096482146,1.7964224488277392,1.042471805811962,0.5277790336029264,6.263941694444175
2020-01-23,2.3738818197402978,2.6394147234678256,5.621661616430318,3.2665651999697065,2.183401076899827,1.598132009007669,1.7042553795414639,-1.7972189009960338,-0.8191836581380119,,,-0.6591981220359866,1.2290999979072126,-1.420943560361898,2.571224829947627,-0.27507511659219386,1.028513835863909,1.9661135692518483,0.523403134995859,-1.352962133349267,1.6859498164470965,0.13814393451876406,2.5263382903639053
2020-01-24,-0.7536249389762051,-0.751322962750911,-1.3208957321987569,-0.30610339321031077,-0.7197740704188105,-0.7599744835672162,-1.1500167739851297,0.41300497671041825,1.2979209620622045,,,-1.459848562403232,-1.1804632227865652,-3.063052983864134,-0.2554704471864566,-0.4597941062632227,-3.025016697316252,-0.5984017630036975,0.9668737834679586,-2.265966934932395,-2.1529321873721807,-0.9381810046612316,0.5955069677035407
2020-01-27,-2.1612320687959263,-2.2997984018678252,-0.9842501924921088,-4.017412794500618,-0.3624660936236368,-4.185222947362055,-2.14392184027008,0.8064385978635791,-3.9603898001608573,,,-2.855218616401678,-4.334451679318862,-6.115239334832701,-1.4246928720991647,-6.836024272528296,-3.4193200445880367,-2.775917885674428,-1.2891110090375357,0.6711622844887799,-4.350020391278431,-2.506958086032085,-2.7352716649499786
2020-01-28,-0.0298548083769834,0.11914919681821345,0.8151305181755886,0.2666373595263227,-1.273306823503484,5.929364588612396,1.341741681329034,-0.10400953293867587,1.879922660191613,,,4.048244296124759,2.747064422208867,1.3660618953211134,4.741800600097501,-0.297462020716488,2.7329290870675704,0.5847958201500081,0.6343173027027582,3.151518432218414,1.5600180706712985,0.0285528252675471,3.0010576619923457
2020-01-29,-1.5526874146649772,-1.4285499001111535,-2.4650425744458193,0.2525678155009814,-2.2800428400363337,0.5264034515677585,0.5530319745711276,2.9791149573238584,-1.1904633623025296,,,0.5196524553022774,0.17360116108260382,-0.8789094042735424,-3.2558082134721555,4.674278240066743,-1.0278103432705743,-0.6497891207226103,1.1123762676868987,-0.8813191820069011,-3.6448794028528075,1.7423753942984899,-0.9780065018486273
