ticker,data_reuniao,selic_anterior,selic_nova,direcao,data_t_menos1,preco_t_menos1,data_t_mais1,preco_t_mais1,impacto_pct
BBDC4.SA,2024-12-11,11.25,12.25,alta,2024-12-10,10.886007308959961,2024-12-12,10.694104194641113,-1.7628
BBDC4.SA,2025-01-29,12.25,13.25,alta,2025-01-28,10.426637649536133,2025-01-30,10.883869171142578,4.3852
BBDC4.SA,2025-03-19,13.25,14.25,alta,2025-03-18,11.063352584838867,2025-03-20,11.108325004577637,0.4065
BBDC4.SA,2025-05-07,14.25,14.75,alta,2025-05-06,12.16257095336914,2025-05-08,13.852838516235352,13.8973
BBDC4.SA,2025-06-18,14.75,15.0,alta,2025-06-17,15.533693313598633,2025-06-20,15.285377502441406,-1.5986
BBDC4.SA,2025-07-30,15.0,15.0,manutencao,2025-07-29,14.44371223449707,2025-07-31,14.556185722351074,0.7787
BBDC4.SA,2025-09-17,15.0,15.0,manutencao,2025-09-16,15.96219539642334,2025-09-18,16.347389221191406,2.4132
BBDC4.SA,2025-11-05,15.0,15.0,manutencao,2025-11-04,17.61713218688965,2025-11-06,17.9139404296875,1.6848
BBDC4.SA,2025-12-10,15.0,15.0,manutencao,2025-12-09,17.260652542114258,2025-12-11,17.768598556518555,2.9428
BBAS3.SA,2020-02-05,,4.25,primeira_reuniao,2020-02-04,15.260462760925293,2020-02-06,15.671621322631836,2.6943
BBAS3.SA,2020-03-18,4.25,3.75,corte,2020-03-17,10.221744537353516,2020-03-19,8.201127052307129,-19.7678
BBAS3.SA,2020-05-06,3.75,3.0,corte,2020-05-05,8.916358947753906,2020-05-07,8.422432899475098,-5.5395
BBAS3.SA,2020-06-17,3.0,2.25,corte,2020-06-16,10.744534492492676,2020-06-18,11.03319263458252,2.6866
BBAS3.SA,2020-08-05,2.25,2.0,corte,2020-08-04,10.680388450622559,2020-08-06,11.017155647277832,3.1531
BBAS3.SA,2020-09-16,2.0,2.0,manutencao,2020-09-15,10.433267593383789,2020-09-17,10.485450744628906,0.5002
BBAS3.SA,2020-10-28,2.0,2.0,manutencao,2020-10-27,10.690918922424316,2020-10-29,10.097342491149902,-5.5522
BBAS3.SA,2020-12-09,2.0,2.0,manutencao,2020-12-08,11.959835052490234,2020-12-10,12.40923023223877,3.7575
BBAS3.SA,2021-01-20,2.0,2.0,manutencao,2021-01-19,11.621209144592285,2021-01-21,11.246116638183594,-3.2277
BBAS3.SA,2021-03-17,2.0,2.75,alta,2021-03-16,10.027503967285156,2021-03-18,10.218855857849121,1.9083
BBAS3.SA,2021-05-05,2.75,3.5,alta,2021-05-04,9.859648704528809,2021-05-06,9.805937767028809,-0.5448
BBAS3.SA,2021-06-16,3.5,4.25,alta,2021-06-15,12.126452445983887,2021-06-17,11.921496391296387,-1.6902
BBAS3.SA,2021-08-04,4.25,5.25,alta,2021-08-03,10.889894485473633,2021-08-05,10.53805923461914,-3.2308
BBAS3.SA,2021-09-22,5.25,6.25,alta,2021-09-21,9.984579086303711,2021-09-23,10.24193286895752,2.5775
BBAS3.SA,2021-10-27,6.25,7.75,alta,2021-10-26,10.154985427856445,2021-10-28,10.054133415222168,-0.9931
BBAS3.SA,2021-12-08,7.75,9.25,alta,2021-12-07,11.493181228637695,2021-12-09,11.288702011108398,-1.7791
BBAS3.SA,2022-02-02,9.25,10.75,alta,2022-02-01,11.559466361999512,2022-02-03,11.446035385131836,-0.9813
BBAS3.SA,2022-03-16,10.75,11.75,alta,2022-03-15,12.068384170532227,2022-03-17,12.34233570098877,2.27
BBAS3.SA,2022-05-04,11.75,12.75,alta,2022-05-03,12.294848442077637,2022-05-05,12.324070930480957,0.2377
BBAS3.SA,2022-06-15,12.75,13.25,alta,2022-06-14,12.554296493530273,2022-06-17,12.782761573791504,1.8198
BBAS3.SA,2022-08-03,13.25,13.75,alta,2022-08-02,13.54306411743164,2022-08-04,13.895121574401855,2.5995
BBAS3.SA,2022-09-21,13.75,13.75,manutencao,2022-09-20,15.67724609375,2022-09-22,15.85019588470459,1.1032
BBAS3.SA,2022-10-26,13.75,13.75,manutencao,2022-10-25,15.185291290283203,2022-10-27,14.831697463989258,-2.3285
BBAS3.SA,2022-12-07,13.75,13.75,manutencao,2022-12-06,13.986891746520996,2022-12-08,13.778424263000488,-1.4904
BBAS3.SA,2023-02-01,13.75,13.75,manutencao,2023-01-31,16.17400550842285,2023-02-02,15.677263259887695,-3.0712
BBAS3.SA,2023-03-22,13.75,13.75,manutencao,2023-03-21,15.354750633239746,2023-03-23,15.22382926940918,-0.8526
BBAS3.SA,2023-05-03,13.75,13.75,manutencao,2023-05-02,17.118114471435547,2023-05-04,17.257217407226562,0.8126
BBAS3.SA,2023-06-21,13.75,13.75,manutencao,2023-06-20,21.12957000732422,2023-06-22,21.381113052368164,1.1905
BBAS3.SA,2023-08-02,13.75,13.25,corte,2023-08-01,19.855091094970703,2023-08-03,19.97667121887207,0.6123
BBAS3.SA,2023-09-20,13.25,12.75,corte,2023-09-19,20.310272216796875,2023-09-21,20.02245330810547,-1.4171
BBAS3.SA,2023-11-01,12.75,12.25,corte,2023-10-31,20.769912719726562,2023-11-03,21.52166748046875,3.6194
BBAS3.SA,2023-12-13,12.25,11.75,corte,2023-12-12,22.695350646972656,2023-12-14,23.054153442382812,1.581
BBAS3.SA,2024-01-31,11.75,11.25,corte,2024-01-30,24.307796478271484,2024-02-01,24.96056365966797,2.6854
BBAS3.SA,2024-03-20,11.25,10.75,corte,2024-03-19,24.309053421020508,2024-03-21,24.226320266723633,-0.3403
BBAS3.SA,2024-05-08,10.75,10.5,corte,2024-05-07,24.635610580444336,2024-05-09,23.634164810180664,-4.065
BBAS3.SA,2024-06-19,10.5,10.5,manutencao,2024-06-18,23.27344512939453,2024-06-20,23.550086975097656,1.1887
BBAS3.SA,2024-07-31,10.5,10.5,manutencao,2024-07-30,24.049821853637695,2024-08-01,23.53223991394043,-2.1521
BBAS3.SA,2024-09-18,10.5,10.75,alta,2024-09-17,25.92300033569336,2024-09-19,25.484710693359375,-1.6907
BBAS3.SA,2024-11-06,10.75,11.25,alta,2024-11-05,23.96895980834961,2024-11-07,23.914173126220703,-0.2286
BBAS3.SA,2024-12-11,11.25,12.25,alta,2024-12-10,23.106029510498047,2024-12-12,23.286705017089844,0.7819
BBAS3.SA,2025-01-29,12.25,13.25,alta,2025-01-28,25.798110961914062,2025-01-30,25.901187896728516,0.3996
BBAS3.SA,2025-03-19,13.25,14.25,alta,2025-03-18,27.33869743347168,2025-03-20,27.09888458251953,-0.8772
BBAS3.SA,2025-05-07,14.25,14.75,alta,2025-05-06,27.72239875793457,2025-05-08,28.211618423461914,1.7647
BBAS3.SA,2025-06-18,14.75,15.0,alta,2025-06-17,21.398000717163086,2025-06-20,20.86060905456543,-2.5114
BBAS3.SA,2025-07-30,15.0,15.0,manutencao,2025-07-29,19.49270248413086,2025-07-31,19.248432159423828,-1.2531
BBAS3.SA,2025-09-17,15.0,15.0,manutencao,2025-09-16,21.43708610534668,2025-09-18,21.593420028686523,0.7293
BBAS3.SA,2025-11-05,15.0,15.0,manutencao,2025-11-04,21.759521484375,2025-11-06,22.33599853515625,2.6493
BBAS3.SA,2025-12-10,15.0,15.0,manutencao,2025-12-09,21.108352661132812,2025-12-11,21.18692970275879,0.3723
BPAC11.SA,2020-02-05,,4.25,primeira_reuniao,2020-02-04,16.324554443359375,2020-02-06,16.98198127746582,4.0272
BPAC11.SA,2020-03-18,4.25,3.75,corte,2020-03-17,7.619141578674316,2020-03-19,7.194647789001465,-5.5714
BPAC11.SA,2020-05-06,3.75,3.0,corte,2020-05-05,8.988410949707031,2020-05-07,8.122004508972168,-9.6392
BPAC11.SA,2020-06-17,3.0,2.25,corte,2020-06-16,13.692687034606934,2020-06-18,15.075018882751465,10.0954
BPAC11.SA,2020-08-05,2.25,2.0,corte,2020-08-04,19.10881996154785,2020-08-06,19.643516540527344,2.7982
BPAC11.SA,2020-09-16,2.0,2.0,manutencao,2020-09-15,17.50692367553711,2020-09-17,17.46967124938965,-0.2128
BPAC11.SA,2020-10-28,2.0,2.0,manutencao,2020-10-27,16.998525619506836,2020-10-29,16.514230728149414,-2.849
BPAC11.SA,2020-12-09,2.0,2.0,manutencao,2020-12-08,18.087642669677734,2020-12-10,17.715106964111328,-2.0596
BPAC11.SA,2021-01-20,2.0,2.0,manutencao,2021-01-19,20.89569091796875,2021-01-21,20.851552963256836,-0.2112
BPAC11.SA,2021-03-17,2.0,2.75,alta,2021-03-16,20.15422248840332,2021-03-18,20.18070411682129,0.1314
BPAC11.SA,2021-05-05,2.75,3.5,alta,2021-05-04,23.73356819152832,2021-05-06,24.667024612426758,3.9331
BPAC11.SA,2021-06-16,3.5,4.25,alta,2021-06-15,26.928937911987305,2021-06-17,26.990724563598633,0.2294
BPAC11.SA,2021-08-04,4.25,5.25,alta,2021-08-03,26.48097038269043,2021-08-05,26.233814239501953,-0.9333
BPAC11.SA,2021-09-22,5.25,6.25,alta,2021-09-21,23.295198440551758,2021-09-23,23.98766326904297,2.9726
BPAC11.SA,2021-10-27,6.25,7.75,alta,2021-10-26,19.957164764404297,2021-10-28,20.179109573364258,1.1121
BPAC11.SA,2021-12-08,7.75,9.25,alta,2021-12-07,18.838571548461914,2021-12-09,18.971731185913086,0.7068
BPAC11.SA,2022-02-02,9.25,10.75,alta,2022-02-01,21.7664852142334,2022-02-03,20.716310501098633,-4.8247
BPAC11.SA,2022-03-16,10.75,11.75,alta,2022-03-15,21.281789779663086,2022-03-17,22.565338134765625,6.0312
BPAC11.SA,2022-05-04,11.75,12.75,alta,2022-05-03,20.321372985839844,2022-05-05,19.854629516601562,-2.2968
BPAC11.SA,2022-06-15,12.75,13.25,alta,2022-06-14,19.558425903320312,2022-06-17,19.37890625,-0.9179
BPAC11.SA,2022-08-03,13.25,13.75,alta,2022-08-02,20.16878318786621,2022-08-04,22.035762786865234,9.2568
BPAC11.SA,2022-09-21,13.75,13.75,manutencao,2022-09-20,24.793556213378906,2022-09-22,23.484325408935547,-5.2805
BPAC11.SA,2022-10-26,13.75,13.75,manutencao,2022-10-25,25.07540512084961,2022-10-27,24.81174087524414,-1.0515
BPAC11.SA,2022-12-07,13.75,13.75,manutencao,2022-12-06,22.102359771728516,2022-12-08,20.85677146911621,-5.6355
BPAC11.SA,2023-02-01,13.75,13.75,manutencao,2023-01-31,20.031858444213867,2023-02-02,19.02472496032715,-5.0277
BPAC11.SA,2023-03-22,13.75,13.75,manutencao,2023-03-21,17.860509872436523,2023-03-23,16.899572372436523,-5.3802
BPAC11.SA,2023-05-03,13.75,13.75,manutencao,2023-05-02,20.863441467285156,2023-05-04,21.436307907104492,2.7458
BPAC11.SA,2023-06-21,13.75,13.75,manutencao,2023-06-20,28.329187393188477,2023-06-22,27.885679244995117,-1.5656
BPAC11.SA,2023-08-02,13.75,13.25,corte,2023-08-01,31.230484008789062,2023-08-03,30.851652145385742,-1.213
BPAC11.SA,2023-09-20,13.25,12.75,corte,2023-09-19,29.370769500732422,2023-09-21,28.837604522705078,-1.8153
BPAC11.SA,2023-11-01,12.75,12.25,corte,2023-10-31,27.687097549438477,2023-11-03,29.903934478759766,8.0068
BPAC11.SA,2023-12-13,12.25,11.75,corte,2023-12-12,32.3530387878418,2023-12-14,34.68817901611328,7.2177
BPAC11.SA,2024-01-31,11.75,11.25,corte,2024-01-30,33.9407844543457,2024-02-01,34.67821502685547,2.1727
BPAC11.SA,2024-03-20,11.25,10.75,corte,2024-03-19,34.41349792480469,2024-03-21,35.236019134521484,2.3901
BPAC11.SA,2024-05-08,10.75,10.5,corte,2024-05-07,33.392433166503906,2024-05-09,31.397592544555664,-5.9739
BPAC11.SA,2024-06-19,10.5,10.5,manutencao,2024-06-18,30.196901321411133,2024-06-20,30.0929012298584,-0.3444
BPAC11.SA,2024-07-31,10.5,10.5,manutencao,2024-07-30,30.68739891052246,2024-08-01,31.376789093017578,2.2465
BPAC11.SA,2024-09-18,10.5,10.75,alta,2024-09-17,33.760929107666016,2024-09-19,33.234310150146484,-1.5598
BPAC11.SA,2024-11-06,10.75,11.25,alta,2024-11-05,31.759780883789062,2024-11-07,31.664037704467773,-0.3015
BPAC11.SA,2024-12-11,11.25,12.25,alta,2024-12-10,29.528846740722656,2024-12-12,29.442670822143555,-0.2918
BPAC11.SA,2025-01-29,12.25,13.25,alta,2025-01-28,30.567474365234375,2025-01-30,31.1903076171875,2.0376
BPAC11.SA,2025-03-19,13.25,14.25,alta,2025-03-18,34.61589050292969,2025-03-20,34.61589050292969,0.0
BPAC11.SA,2025-05-07,14.25,14.75,alta,2025-05-06,36.357872009277344,2025-05-08,39.0146484375,7.3073
BPAC11.SA,2025-06-18,14.75,15.0,alta,2025-06-17,40.591190338134766,2025-06-20,40.698246002197266,0.2637
BPAC11.SA,2025-07-30,15.0,15.0,manutencao,2025-07-29,37.681396484375,2025-07-31,38.08039855957031,1.0589
BPAC11.SA,2025-09-17,15.0,15.0,manutencao,2025-09-16,45.478981018066406,2025-09-18,46.18033218383789,1.5421
BPAC11.SA,2025-11-05,15.0,15.0,manutencao,2025-11-04,48.44242477416992,2025-11-06,49.60804748535156,2.4062
BPAC11.SA,2025-12-10,15.0,15.0,manutencao,2025-12-09,51.56392288208008,2025-12-11,54.11248016357422,4.9425
SANB11.SA,2020-02-05,,4.25,primeira_reuniao,2020-02-04,27.16937828063965,2020-02-06,26.975543975830078,-0.7134
SANB11.SA,2020-03-18,4.25,3.75,corte,2020-03-17,17.832931518554688,2020-03-19,16.385622024536133,-8.1159
SANB11.SA,2020-05-06,3.75,3.0,corte,2020-05-05,16.243480682373047,2020-05-07,15.448748588562012,-4.8926
SANB11.SA,2020-06-17,3.0,2.25,corte,2020-06-16,19.82896614074707,2020-06-18,20.05095672607422,1.1195
SANB11.SA,2020-08-05,2.25,2.0,corte,2020-08-04,18.810422897338867,2020-08-06,19.45680809020996,3.4363
SANB11.SA,2020-09-16,2.0,2.0,manutencao,2020-09-15,18.70391273498535,2020-09-17,18.375078201293945,-1.7581
SANB11.SA,2020-10-28,2.0,2.0,manutencao,2020-10-27,21.886995315551758,2020-10-29,21.82780647277832,-0.2704
SANB11.SA,2020-12-09,2.0,2.0,manutencao,2020-12-08,28.720624923706055,2020-12-10,29.19831657409668,1.6632
SANB11.SA,2021-01-20,2.0,2.0,manutencao,2021-01-19,28.39877700805664,2021-01-21,27.32623863220215,-3.7767
SANB11.SA,2021-03-17,2.0,2.75,alta,2021-03-16,25.738174438476562,2021-03-18,27.262407302856445,5.9221
SANB11.SA,2021-05-05,2.75,3.5,alta,2021-05-04,25.5443058013916,2021-05-06,26.005582809448242,1.8058
SANB11.SA,2021-06-16,3.5,4.25,alta,2021-06-15,30.68109893798828,2021-06-17,30.67426300048828,-0.0223
SANB11.SA,2021-08-04,4.25,5.25,alta,2021-08-03,27.907432556152344,2021-08-05,27.508817672729492,-1.4283
SANB11.SA,2021-09-22,5.25,6.25,alta,2021-09-21,24.185646057128906,2021-09-23,25.305038452148438,4.6283
SANB11.SA,2021-10-27,6.25,7.75,alta,2021-10-26,25.556354522705078,2021-10-28,25.549070358276367,-0.0285
SANB11.SA,2021-12-08,7.75,9.25,alta,2021-12-07,24.706323623657227,2021-12-09,23.870851516723633,-3.3816
SANB11.SA,2022-02-02,9.25,10.75,alta,2022-02-01,24.52018165588379,2022-02-03,23.952028274536133,-2.3171
SANB11.SA,2022-03-16,10.75,11.75,alta,2022-03-15,25.522361755371094,2022-03-17,26.641693115234375,4.3857
SANB11.SA,2022-05-04,11.75,12.75,alta,2022-05-03,24.701627731323242,2022-05-05,24.84145164489746,0.5661
SANB11.SA,2022-06-15,12.75,13.25,alta,2022-06-14,23.427711486816406,2022-06-17,23.303422927856445,-0.5305
SANB11.SA,2022-08-03,13.25,13.75,alta,2022-08-02,21.633346557617188,2022-08-04,22.278076171875,2.9803
SANB11.SA,2022-09-21,13.75,13.75,manutencao,2022-09-20,24.667531967163086,2022-09-22,24.817367553710938,0.6074
SANB11.SA,2022-10-26,13.75,13.75,manutencao,2022-10-25,24.04248809814453,2022-10-27,23.186399459838867,-3.5607
SANB11.SA,2022-12-07,13.75,13.75,manutencao,2022-12-06,22.138290405273438,2022-12-08,21.754253387451172,-1.7347
SANB11.SA,2023-02-01,13.75,13.75,manutencao,2023-01-31,23.492734909057617,2023-02-02,22.338415145874023,-4.9135
SANB11.SA,2023-03-22,13.75,13.75,manutencao,2023-03-21,21.102813720703125,2023-03-23,20.745140075683594,-1.6949
SANB11.SA,2023-05-03,13.75,13.75,manutencao,2023-05-02,21.880252838134766,2023-05-04,22.292930603027344,1.8861
