data,ticker,retorno
2020-01-15,AMER3.SA,2.5749838545177317
2020-01-15,B3SA3.SA,-2.6875764292962123
2020-01-15,BBAS3.SA,-1.8344772511244556
2020-01-15,BBDC4.SA,-1.75488984079345
2020-01-15,BBSE3.SA,0.10938383316674294
2020-01-15,BPAC11.SA,-0.8506048640894215
2020-01-15,CEAB3.SA,0.2915571987480492
2020-01-15,CVCB3.SA,-2.6117586969412687
2020-01-15,CYRE3.SA,-1.5384616658602468
2020-01-15,EZTC3.SA,0.7835564895081415
2020-01-15,ITUB4.SA,-1.226509055915792
2020-01-15,LREN3.SA,-0.6593764694789561
2020-01-15,MGLU3.SA,-0.6296336676842595
2020-01-15,MRVE3.SA,-1.5872893095202234
2020-01-15,PETR4.SA,-1.5000167798603359
2020-01-15,RADL3.SA,0.2981488880470451
2020-01-15,SANB11.SA,-1.3513700452419064
2020-01-15,SBSP3.SA,-0.5064484997576169
2020-01-15,TIMS3.SA,0.06096588732720232
2020-01-15,VALE3.SA,-0.32351566834178946
2020-01-15,VIVT3.SA,0.09448036242627467
2020-01-16,AMER3.SA,0.3565837798783722
2020-01-16,B3SA3.SA,1.150752239362185
2020-01-16,BBAS3.SA,0.44689184982038554
2020-01-16,BBDC4.SA,1.4348646153921063
2020-01-16,BBSE3.SA,-1.448079966405602
2020-01-16,BPAC11.SA,-1.2734640262796915
2020-01-16,CEAB3.SA,2.151148312048412
2020-01-16,CVCB3.SA,-0.7731443735488619
2020-01-16,CYRE3.SA,0.3749986858898158
2020-01-16,EZTC3.SA,0.0345511286059752
2020-01-16,ITUB4.SA,0.20211876918594385
2020-01-16,LREN3.SA,0.8034831083189031
2020-01-16,MGLU3.SA,-0.372715988592498
2020-01-16,MRVE3.SA,-0.3686712319901142
2020-01-16,PETR4.SA,-0.10152863110873822
2020-01-16,RADL3.SA,-0.4983056175031919
2020-01-16,SANB11.SA,-0.19885239833745683
2020-01-16,SBSP3.SA,-0.5747226777039316
2020-01-16,TIMS3.SA,1.0968913520475132
2020-01-16,VALE3.SA,-0.5228759142377859
2020-01-16,VIVT3.SA,1.887161309130958
2020-01-17,AMER3.SA,1.2791375434968222
2020-01-17,B3SA3.SA,3.162668810321878
2020-01-17,BBAS3.SA,1.3548392132261666
2020-01-17,BBDC4.SA,2.33832614477425
2020-01-17,BBSE3.SA,0.1940709916525174
2020-01-17,BPAC11.SA,4.046155579382926
2020-01-17,CEAB3.SA,1.3090560949260421
2020-01-17,CVCB3.SA,1.3878843297870924
2020-01-17,CYRE3.SA,3.144478026082287
2020-01-17,EZTC3.SA,1.4853030803654743
2020-01-17,ITUB4.SA,0.6916821999326084
2020-01-17,LREN3.SA,2.6165303959726938
2020-01-17,MGLU3.SA,1.6647887529126715
2020-01-17,MRVE3.SA,0.3237834502781256
2020-01-17,PETR4.SA,1.1178919791024367
2020-01-17,RADL3.SA,1.634163351771467
2020-01-17,SANB11.SA,2.0810526454063005
2020-01-17,SBSP3.SA,-0.6605966201841507
2020-01-17,TIMS3.SA,0.3013836471606357
2020-01-17,VALE3.SA,3.3170030267767103
2020-01-17,VIVT3.SA,-1.8337024349438735
2020-01-20,AMER3.SA,6.202636666583228
2020-01-20,B3SA3.SA,0.3529043360910755
2020-01-20,BBAS3.SA,-0.638433990966869
2020-01-20,BBDC4.SA,-1.9464113832906804
2020-01-20,BBSE3.SA,0.055332167572430535
2020-01-20,BPAC11.SA,-0.16963291784168888
2020-01-20,CEAB3.SA,-0.9550720991759909
2020-01-20,CVCB3.SA,-1.5369828580549472
2020-01-20,CYRE3.SA,2.1732488635910485
2020-01-20,EZTC3.SA,1.1912951770105096
2020-01-20,ITUB4.SA,-2.032059663031094
2020-01-20,LREN3.SA,0.47280592292890944
2020-01-20,MGLU3.SA,3.0358778513056794
2020-01-20,MRVE3.SA,2.7662604566004445
2020-01-20,PETR4.SA,0.5025297423405073
2020-01-20,RADL3.SA,2.965066968463703
2020-01-20,SANB11.SA,-0.8675076996237929
2020-01-20,SBSP3.SA,0.24937952149501896
2020-01-20,TIMS3.SA,-1.4974681088649966
2020-01-20,VALE3.SA,0.6316114938779371
2020-01-20,VIVT3.SA,0.0
2020-01-21,AMER3.SA,1.1627916242030967
2020-01-21,B3SA3.SA,-1.7582351807896024
2020-01-21,BBAS3.SA,-2.891558036358155
2020-01-21,BBDC4.SA,-3.337193228558122
2020-01-21,BBSE3.SA,-0.442468226191306
2020-01-21,BPAC11.SA,0.49672962469369253
2020-01-21,CEAB3.SA,-3.8570441190147853
2020-01-21,CVCB3.SA,-4.07318054197916
2020-01-21,CYRE3.SA,-0.9748936540002862
2020-01-21,EZTC3.SA,0.40362753198419643
2020-01-21,ITUB4.SA,-2.1326634812045
2020-01-21,LREN3.SA,-0.9243342105739183
2020-01-21,MGLU3.SA,-0.1607115812751414
2020-01-21,MRVE3.SA,-2.8712641202509714
2020-01-21,PETR4.SA,-1.2666739874039212
2020-01-21,RADL3.SA,5.364793410691759
2020-01-21,SANB11.SA,-3.872241863835346
2020-01-21,SBSP3.SA,0.04974797922321361
2020-01-21,TIMS3.SA,2.5168818263445525
2020-01-21,VALE3.SA,-2.3187156444030577
2020-01-21,VIVT3.SA,3.547163572556422
2020-01-22,AMER3.SA,-0.9273794427072213
2020-01-22,B3SA3.SA,6.263941694444175
2020-01-22,BBAS3.SA,0.7857596326978022
2020-01-22,BBDC4.SA,0.35719089452808106
2020-01-22,BBSE3.SA,0.5277790336029264
2020-01-22,BPAC11.SA,-1.2486896656416446
2020-01-22,CEAB3.SA,0.8259497031305019
2020-01-22,CVCB3.SA,1.042471805811962
2020-01-22,CYRE3.SA,1.5214742979081652
2020-01-22,EZTC3.SA,-1.1725377262931658
2020-01-22,ITUB4.SA,0.5970396243420772
2020-01-22,LREN3.SA,1.526713941084501
2020-01-22,MGLU3.SA,-0.39349284419633035
2020-01-22,MRVE3.SA,0.7390259710450708
2020-01-22,PETR4.SA,-1.1141176953443188
2020-01-22,RADL3.SA,0.19919999344741868
2020-01-22,SANB11.SA,-0.9785807971758653
2020-01-22,SBSP3.SA,1.21001892044994
2020-01-22,TIMS3.SA,1.7964224488277392
2020-01-22,VALE3.SA,0.48187422928596124
2020-01-22,VIVT3.SA,-2.5145757096482146
2020-01-23,AMER3.SA,-0.6591981220359866
2020-01-23,B3SA3.SA,2.5263382903639053
2020-01-23,BBAS3.SA,5.621661616430318
2020-01-23,BBDC4.SA,2.6394147234678256
2020-01-23,BBSE3.SA,0.13814393451876406
2020-01-23,BPAC11.SA,3.2665651999697065
2020-01-23,CEAB3.SA,-0.8191836581380119
2020-01-23,CVCB3.SA,1.6859498164470965
2020-01-23,CYRE3.SA,1.028513835863909
2020-01-23,EZTC3.SA,1.9661135692518483
2020-01-23,ITUB4.SA,2.3738818197402978
2020-01-23,LREN3.SA,1.7042553795414639
2020-01-23,MGLU3.SA,1.598132009007669
2020-01-23,MRVE3.SA,-0.27507511659219386
2020-01-23,PETR4.SA,1.2290999979072126
2020-01-23,RADL3.SA,-1.7972189009960338
2020-01-23,SANB11.SA,2.183401076899827
2020-01-23,SBSP3.SA,2.571224829947627
2020-01-23,TIMS3.SA,-1.352962133349267
2020-01-23,VALE3.SA,-1.420943560361898
2020-01-23,VIVT3.SA,0.523403134995859
2020-01-24,AMER3.SA,-1.459848562403232
2020-01-24,B3SA3.SA,0.5955069677035407
2020-01-24,BBAS3.SA,-1.3208957321987569
2020-01-24,BBDC4.SA,-0.751322962750911
2020-01-24,BBSE3.SA,-0.9381810046612316
2020-01-24,BPAC11.SA,-0.30610339321031077
2020-01-24,CEAB3.SA,1.2979209620622045
2020-01-24,CVCB3.SA,-2.1529321873721807
2020-01-24,CYRE3.SA,-3.025016697316252
2020-01-24,EZTC3.SA,-0.5984017630036975
2020-01-24,ITUB4.SA,-0.7536249389762051
2020-01-24,LREN3.SA,-1.1500167739851297
2020-01-24,MGLU3.SA,-0.7599744835672162
2020-01-24,MRVE3.SA,-0.4597941062632227
2020-01-24,PETR4.SA,-1.1804632227865652
2020-01-24,RADL3.SA,0.41300497671041825
2020-01-24,SANB11.SA,-0.7197740704188105
2020-01-24,SBSP3.SA,-0.2554704471864566
2020-01-24,TIMS3.SA,-2.265966934932395
2020-01-24,VALE3.SA,-3.063052983864134
2020-01-24,VIVT3.SA,0.9668737834679586
2020-01-27,AMER3.SA,-2.855218616401678
2020-01-27,B3SA3.SA,-2.7352716649499786
2020-01-27,BBAS3.SA,-0.9842501924921088
2020-01-27,BBDC4.SA,-2.2997984018678252
2020-01-27,BBSE3.SA,-2.506958086032085
2020-01-27,BPAC11.SA,-4.017412794500618
2020-01-27,CEAB3.SA,-3.9603898001608573
2020-01-27,CVCB3.SA,-4.350020391278431
2020-01-27,CYRE3.SA,-3.4193200445880367
2020-01-27,EZTC3.SA,-2.775917885674428
2020-01-27,ITUB4.SA,-2.1612320687959263
2020-01-27,LREN3.SA,-2.14392184027008
2020-01-27,MGLU3.SA,-4.185222947362055
2020-01-27,MRVE3.SA,-6.836024272528296
2020-01-27,PETR4.SA,-4.334451679318862
2020-01-27,RADL3.SA,0.8064385978635791
2020-01-27,SANB11.SA,-0.3624660936236368
2020-01-27,SBSP3.SA,-1.4246928720991647
2020-01-27,TIMS3.SA,0.6711622844887799
2020-01-27,VALE3.SA,-6.115239334832701
2020-01-27,VIVT3.SA,-1.2891110090375357
2020-01-28,AMER3.SA,4.048244296124759
2020-01-28,B3SA3.SA,3.0010576619923457
2020-01-28,BBAS3.SA,0.8151305181755886
2020-01-28,BBDC4.SA,0.11914919681821345
2020-01-28,BBSE3.SA,0.0285528252675471
2020-01-28,BPAC11.SA,0.2666373595263227
2020-01-28,CEAB3.SA,1.879922660191613
2020-01-28,CVCB3.SA,1.5600180706712985
2020-01-28,CYRE3.SA,2.7329290870675704
2020-01-28,EZTC3.SA,0.5847958201500081
2020-01-28,ITUB4.SA,-0.0298548083769834
2020-01-28,LREN3.SA,1.341741681329034
2020-01-28,MGLU3.SA,5.929364588612396
2020-01-28,MRVE3.SA,-0.297462020716488
2020-01-28,PETR4.SA,2.747064422208867
2020-01-28,RADL3.SA,-0.10400953293867587
2020-01-28,SANB11.SA,-1.273306823503484
2020-01-28,SBSP3.SA,4.741800600097501
2020-01-28,TIMS3.SA,3.151518432218414
2020-01-28,VALE3.SA,1.3660618953211134
2020-01-28,VIVT3.SA,0.6343173027027582
2020-01-29,AMER3.SA,0.5196524553022774
2020-01-29,B3SA3.SA,-0.9780065018486273
2020-01-29,BBAS3.SA,-2.4650425744458193
2020-01-29,BBDC4.SA,-1.4285499001111535
2020-01-29,BBSE3.SA,1.7423753942984899
2020-01-29,BPAC11.SA,0.2525678155009814
2020-01-29,CEAB3.SA,-1.1904633623025296
2020-01-29,CVCB3.SA,-3.6448794028528075
2020-01-29,CYRE3.SA,-1.0278103432705743
2020-01-29,EZTC3.SA,-0.6497891207226103
2020-01-29,ITUB4.SA,-1.5526874146649772
2020-01-29,LREN3.SA,0.5530319745711276
2020-01-29,MGLU3.SA,0.5264034515677585
2020-01-29,MRVE3.SA,4.674278240066743
2020-01-29,PETR4.SA,0.17360116108260382
2020-01-29,RADL3.SA,2.9791149573238584
2020-01-29,SANB11.SA,-2.2800428400363337
2020-01-29,SBSP3.SA,-3.2558082134721555
2020-01-29,TIMS3.SA,-0.8813191820069011
2020-01-29,VALE3.SA,-0.8789094042735424
2020-01-29,VIVT3.SA,1.1123762676868987
2020-01-30,AMER3.SA,-1.9088002062321974
2020-01-30,B3SA3.SA,0.4115287435136894
2020-01-30,BBAS3.SA,0.6874518801058827
2020-01-30,BBDC4.SA,0.9963423256438064
2020-01-30,BBSE3.SA,-0.028084100056269268
2020-01-30,BPAC11.SA,-2.0421638759738903
2020-01-30,CEAB3.SA,-0.9638511778933934
2020-01-30,CVCB3.SA,-2.1075389626582286
2020-01-30,CYRE3.SA,-0.8246845062246266
2020-01-30,EZTC3.SA,-2.0137794223979544
2020-01-30,ITUB4.SA,1.4558466931891223
2020-01-30,LREN3.SA,-1.3333443226036024
2020-01-30,MGLU3.SA,-1.3789336581448541
2020-01-30,MRVE3.SA,0.6175875613423809
2020-01-30,PETR4.SA,0.31195242740318374
2020-01-30,RADL3.SA,-2.5585312594900933
2020-01-30,SANB11.SA,-0.5185028052347329
2020-01-30,SBSP3.SA,-0.17627982345573834
2020-01-30,TIMS3.SA,-0.889137772662385
2020-01-30,VALE3.SA,1.4778130226234643
2020-01-30,VIVT3.SA,-3.2087071585905735
2020-01-31,AMER3.SA,-3.7837849217134845
2020-01-31,B3SA3.SA,-1.2295187935866259
2020-01-31,BBAS3.SA,-2.53011025440969
2020-01-31,BBDC4.SA,-1.6741060711889633
2020-01-31,BBSE3.SA,-2.3307964159107186
2020-01-31,BPAC11.SA,0.5414698074627688
2020-01-31,CEAB3.SA,-2.676414024282159
2020-01-31,CVCB3.SA,0.745235970311664
2020-01-31,CYRE3.SA,-2.063446818446335
2020-01-31,EZTC3.SA,-2.336198358727093
2020-01-31,ITUB4.SA,-1.8833719959110984
2020-01-31,LREN3.SA,-2.9560965609727874
2020-01-31,MGLU3.SA,-1.2389374152004917
2020-01-31,MRVE3.SA,-1.4636380058144716
2020-01-31,PETR4.SA,-1.6931679857076665
2020-01-31,RADL3.SA,-0.861930530289623
2020-01-31,SANB11.SA,-0.9713555302371613
2020-01-31,SBSP3.SA,-2.0709534008201413
2020-01-31,TIMS3.SA,0.1793835658533638
2020-01-31,VALE3.SA,-2.3883230153353363
2020-01-31,VIVT3.SA,-0.7955864404263102
2020-02-03,AMER3.SA,0.3089890118654459
2020-02-03,B3SA3.SA,3.9211668698613256
2020-02-03,BBAS3.SA,0.49441127041520705
2020-02-03,BBDC4.SA,0.6385231052602025
2020-02-03,BBSE3.SA,0.43130065015912766
2020-02-03,BPAC11.SA,1.6292278783737624
2020-02-03,CEAB3.SA,0.0
2020-02-03,CVCB3.SA,0.43835594898693486
2020-02-03,CYRE3.SA,2.0440235337887414
2020-02-03,EZTC3.SA,-1.5647518287621232
2020-02-03,ITUB4.SA,0.2895258198277739
2020-02-03,LREN3.SA,0.5744127388749076
2020-02-03,MGLU3.SA,1.3082400273251693
2020-02-03,MRVE3.SA,-1.3895603885595298
2020-02-03,PETR4.SA,-0.9490093374069031
2020-02-03,RADL3.SA,-0.330062754443361
2020-02-03,SANB11.SA,0.6937836871461434
2020-02-03,SBSP3.SA,1.2458866680611136
2020-02-03,TIMS3.SA,1.850768766124733
2020-02-03,VALE3.SA,1.2731053150902172
2020-02-03,VIVT3.SA,1.3175527531538167
2020-02-04,AMER3.SA,2.8423379165176232
2020-02-04,B3SA3.SA,-0.25952819824255347
2020-02-04,BBAS3.SA,-1.0864827027918467
2020-02-04,BBDC4.SA,0.05736583615014723
2020-02-04,BBSE3.SA,-1.3741850389468402
2020-02-04,BPAC11.SA,-0.6492046439252941
2020-02-04,CEAB3.SA,1.7500071202997791
2020-02-04,CVCB3.SA,1.4729959475425325
2020-02-04,CYRE3.SA,1.2326723357253044
2020-02-04,EZTC3.SA,-0.5115902152753926
2020-02-04,ITUB4.SA,0.7903079043355188
2020-02-04,LREN3.SA,-1.5230021075359867
2020-02-04,MGLU3.SA,1.9989328626789593
2020-02-04,MRVE3.SA,2.769662506340964
2020-02-04,PETR4.SA,1.5968525579225235
2020-02-04,RADL3.SA,-0.5573111560624899
2020-02-04,SANB11.SA,-0.09504052705937571
2020-02-04,SBSP3.SA,1.9106285462912043
2020-02-04,TIMS3.SA,-0.8792616128545316
2020-02-04,VALE3.SA,2.6713938523039937
2020-02-04,VIVT3.SA,-0.5653794544329682
2020-02-05,AMER3.SA,0.0680819725833004
2020-02-05,B3SA3.SA,-1.220946337286899
2020-02-05,BBAS3.SA,4.4559541520375445
2020-02-05,BBDC4.SA,1.93351797014214
2020-02-05,BBSE3.SA,0.5224873233166782
2020-02-05,BPAC11.SA,4.573964383658957
2020-02-05,CEAB3.SA,-0.3685591459750115
2020-02-05,CVCB3.SA,-0.5376372515310313
2020-02-05,CYRE3.SA,0.4566111658610206
2020-02-05,EZTC3.SA,-2.460978602402264
2020-02-05,ITUB4.SA,0.6031520695561454
2020-02-05,LREN3.SA,0.5272260022907371
2020-02-05,MGLU3.SA,-0.6243514926040361
2020-02-05,MRVE3.SA,2.127671648453955
2020-02-05,PETR4.SA,-0.8382576173948775
2020-02-05,RADL3.SA,-1.063988906775204
2020-02-05,SANB11.SA,0.8323378082760957
2020-02-05,SBSP3.SA,3.1935209402878417
2020-02-05,TIMS3.SA,-0.6504879940687158
2020-02-05,VALE3.SA,1.3774549898654564
2020-02-05,VIVT3.SA,-0.6444606803484354
2020-02-06,AMER3.SA,-2.7210910864817195
2020-02-06,B3SA3.SA,-1.33741814340389
2020-02-06,BBAS3.SA,-1.6865064823731846
2020-02-06,BBDC4.SA,-1.1558799869129999
2020-02-06,BBSE3.SA,0.49090399730298273
2020-02-06,BPAC11.SA,-0.5228349666037024
2020-02-06,CEAB3.SA,-2.281125856084476
2020-02-06,CVCB3.SA,-1.2972966887392356
2020-02-06,CYRE3.SA,0.0
2020-02-06,EZTC3.SA,-2.278294610537046
2020-02-06,ITUB4.SA,-0.23982573331821078
2020-02-06,LREN3.SA,-3.461529464055957
2020-02-06,MGLU3.SA,-2.565449586347235
2020-02-06,MRVE3.SA,-2.3148092636822937
2020-02-06,PETR4.SA,2.782643204060631
2020-02-06,RADL3.SA,-0.45972824063118534
2020-02-06,SANB11.SA,-1.5329865196607395
2020-02-06,SBSP3.SA,-1.77059311487896
2020-02-06,TIMS3.SA,-1.0119302902344973
2020-02-06,VALE3.SA,0.5472613929361492
2020-02-06,VIVT3.SA,0.30527822911399216
2020-02-07,AMER3.SA,-4.951053417714335
2020-02-07,B3SA3.SA,-0.8009942758764432
2020-02-07,BBAS3.SA,0.10087694236189382
2020-02-07,BBDC4.SA,1.1394334732377276
2020-02-07,BBSE3.SA,1.6091698205780602
2020-02-07,BPAC11.SA,-1.2562548801318352
2020-02-07,CEAB3.SA,-1.8927436098044703
2020-02-07,CVCB3.SA,-4.162100979192629
2020-02-07,CYRE3.SA,-0.818187104394541
2020-02-07,EZTC3.SA,-0.5780541398445527
2020-02-07,ITUB4.SA,1.292088770016253
2020-02-07,LREN3.SA,0.6338632788420062
2020-02-07,MGLU3.SA,-2.8658343838184774
2020-02-07,MRVE3.SA,-5.071107735878999
2020-02-07,PETR4.SA,-0.8567258057285421
2020-02-07,RADL3.SA,-0.6185648087896567
2020-02-07,SANB11.SA,-0.3592884231053528
2020-02-07,SBSP3.SA,-0.6739734874801728
2020-02-07,TIMS3.SA,0.18042630148265015
2020-02-07,VALE3.SA,-2.2147002027847806
2020-02-07,VIVT3.SA,-1.2933335662100642
2020-02-10,AMER3.SA,-3.222486120682766
2020-02-10,B3SA3.SA,0.6832235230774586
2020-02-10,BBAS3.SA,-0.9879102487800551
2020-02-10,BBDC4.SA,1.067255539521006
2020-02-10,BBSE3.SA,1.3009313977913717
2020-02-10,BPAC11.SA,-4.582648114711341
2020-02-10,CEAB3.SA,-4.501605608707859
2020-02-10,CVCB3.SA,-6.028572571508295
2020-02-10,CYRE3.SA,-5.927260626412101
2020-02-10,EZTC3.SA,-4.24415805517836
2020-02-10,ITUB4.SA,1.690892774048347
2020-02-10,LREN3.SA,-1.0977274902053469
2020-02-10,MGLU3.SA,-3.411393904387372
